,A,B,R_val,R_z_score,R_p_val
2422,Macro_CHIT1,Macro_alv,0.5404490122212063,146.39125597908412,0.0
2423,Macro_CHIT1,Macro_dividing,0.5344575737411527,144.7683569000171,0.0
2565,Macro_alv,Macro_dividing,0.5305746787273458,143.71659833435714,0.0
1230,DC_1,Macro_CHIT1,0.515550743978215,139.64706979801326,0.0
2419,Macro_CHIT1,Macro_interstitial,0.515414438647404,139.6101488154176,0.0
1234,DC_1,Macro_alv,0.5147120761184513,139.4199000954811,0.0
2424,Macro_CHIT1,Macro_int,0.5132996869603003,139.0373266831564,0.0
1993,Erythrocyte,Macro_CHIT1,0.5132968807980326,139.03656657885506,0.0
2566,Macro_alv,Macro_int,0.51184672741467,138.64376398258372,0.0
1997,Erythrocyte,Macro_alv,0.5105572739168315,138.29449011436185,0.0
2459,Macro_interstitial,Macro_alv,0.5102164170413781,138.2021623184396,0.0
1291,DC_2,Macro_CHIT1,0.510030334399168,138.1517581709751,0.0
1235,DC_1,Macro_dividing,0.5099224735455808,138.12254193508505,0.0
1998,Erythrocyte,Macro_dividing,0.5089063052107254,137.84729273402857,0.0
2599,Macro_dividing,Macro_int,0.5081155176376538,137.6330923498724,0.0
1295,DC_2,Macro_alv,0.5080003606567043,137.6018998142312,0.0
2460,Macro_interstitial,Macro_dividing,0.5077513469658452,137.53444955317693,0.0
2429,Macro_CHIT1,Macrophage_intermediate,0.5063837644527484,137.164012902873,0.0
195,B_memory,Macro_CHIT1,0.503679161527541,136.43141794906123,0.0
2571,Macro_alv,Macrophage_intermediate,0.5036740668751288,136.4300379621457,0.0
1296,DC_2,Macro_dividing,0.5031160619682047,136.27889134642444,0.0
199,B_memory,Macro_alv,0.503008208343333,136.24967706857433,0.0
2430,Macro_CHIT1,Monocyte_CD14,0.5013256210034177,135.7939151587276,0.0
2604,Macro_dividing,Macrophage_intermediate,0.5006607510012151,135.61382202785992,0.0
200,B_memory,Macro_dividing,0.5003230318483028,135.52234414586727,0.0
2425,Macro_CHIT1,Macro_CCL,0.5002846740553054,135.51195418239894,0.0
2455,Macro_CHIT1,T_reg,0.4992721516483789,135.23769255270744,0.0
1351,DC_activated,Macro_CHIT1,0.4990635246483091,135.18118182203585,0.0
1410,DC_plasmacytoid,Macro_CHIT1,0.4980586708979606,134.90899739896838,0.0
2572,Macro_alv,Monocyte_CD14,0.497900765822703,134.86622570030724,0.0
2567,Macro_alv,Macro_CCL,0.49774565811803856,134.82421172454931,0.0
2597,Macro_alv,T_reg,0.49762007242626166,134.79019436724735,0.0
779,CD4_naive_CM,Macro_alv,0.49743255128471375,134.73940057391428,0.0
1355,DC_activated,Macro_alv,0.49724738848830796,134.6892455847969,0.0
271,B_naive,Macro_CHIT1,0.49721525299812475,134.6805410545581,0.0
1414,DC_plasmacytoid,Macro_alv,0.49706271098419164,134.63922204665118,0.0
1999,Erythrocyte,Macro_int,0.49653365349042405,134.49591640773536,0.0
775,CD4_naive_CM,Macro_CHIT1,0.49624617178361097,134.41804632715474,0.0
2605,Macro_dividing,Monocyte_CD14,0.4958691007692273,134.31590921867516,0.0
1994,Erythrocyte,Macro_interstitial,0.4958587783426666,134.31311318620067,0.0
1236,DC_1,Macro_int,0.4958480074358344,134.31019567401444,0.0
275,B_naive,Macro_alv,0.49582030008343103,134.30269059207984,0.0
2600,Macro_dividing,Macro_CCL,0.49548833353467137,134.2127709161862,0.0
1220,DC_1,Erythrocyte,0.4954481348492505,134.20188231075923,0.0
1041,CD8_TRM,Macro_CHIT1,0.49514868513765947,134.12077046044385,0.0
2630,Macro_dividing,T_reg,0.49494680654876383,134.06608766980972,0.0
1356,DC_activated,Macro_dividing,0.49471911897817955,134.0044140083265,0.0
2441,Macro_CHIT1,NK_CD16hi,0.494077419173855,133.83059698175722,0.0
1045,CD8_TRM,Macro_alv,0.4939176649174375,133.78732439597,0.0
1415,DC_plasmacytoid,Macro_dividing,0.49377473603757305,133.74860929470069,0.0
780,CD4_naive_CM,Macro_dividing,0.49377164472014445,133.74777195050953,0.0
1207,DC_1,DC_2,0.4935853113258112,133.69729988189536,0.0
2461,Macro_interstitial,Macro_int,0.4935097103661345,133.67682187344306,0.0
276,B_naive,Macro_dividing,0.4933169451235435,133.62460761209022,0.0
706,CD4_TRM,Macro_CHIT1,0.49279878204402583,133.4842529397765,0.0
636,CD4_EM_Effector,Macro_CHIT1,0.4926300804581184,133.438556793631,0.0
1231,DC_1,Macro_interstitial,0.49258014290387325,133.42503022383224,0.0
185,B_memory,Erythrocyte,0.49206730326059644,133.28611750903866,0.0
640,CD4_EM_Effector,Macro_alv,0.4920043812203016,133.269073835539,0.0
2420,Macro_CHIT1,Macro_AW_CX3CR1,0.49173768561106046,133.19683407874774,0.0
710,CD4_TRM,Macro_alv,0.4913222412362434,133.08430279005327,0.0
1046,CD8_TRM,Macro_dividing,0.49075454845841193,132.93053202375017,0.0
2568,Macro_alv,Mast_cell,0.4905311483476005,132.87001970516317,0.0
201,B_memory,Macro_int,0.490331239127479,132.81587035683685,0.0
2583,Macro_alv,NK_CD16hi,0.49022814688186267,132.78794579230586,0.0
2442,Macro_CHIT1,NKT,0.48995794967045403,132.71475755762378,0.0
641,CD4_EM_Effector,Macro_dividing,0.4898587510275247,132.68788765204255,0.0
2380,MAIT,Macro_CHIT1,0.4897500174450987,132.65843502036316,0.0
910,CD8_EM_EMRA,Macro_CHIT1,0.4897200951400997,132.65032997490735,0.0
171,B_memory,DC_1,0.4896133996008155,132.62142938734038,0.0
711,CD4_TRM,Macro_dividing,0.48950249046496813,132.59138746418185,0.0
2495,Macro_AW_CX3CR1,Macro_alv,0.4891340804841365,132.4915963671688,0.0
2004,Erythrocyte,Macrophage_intermediate,0.4890731244054189,132.47508521307057,0.0
2426,Macro_CHIT1,Mast_cell,0.48896613574800923,132.44610522868805,0.0
2616,Macro_dividing,NK_CD16hi,0.4886879272977167,132.3707469922192,0.0
976,CD8_TRM_EM,Macro_CHIT1,0.48859620295766654,132.345901648736,0.0
2584,Macro_alv,NKT,0.4885450995467013,132.3320592836898,0.0
2636,Macro_int,Macrophage_intermediate,0.4880852596228652,132.20750258642983,0.0
914,CD8_EM_EMRA,Macro_alv,0.4879223172428489,132.16336643459422,0.0
2005,Erythrocyte,Monocyte_CD14,0.4877591099324167,132.11915852113918,0.0
2421,Macro_CHIT1,Macro_alveolar_metallothioneins,0.4875732762736722,132.0688218157486,0.0
2530,Macro_alveolar_metallothioneins,Macro_alv,0.48753212654830014,132.05767560242563,0.0
2466,Macro_interstitial,Macrophage_intermediate,0.4874906281607108,132.04643494707622,0.0
196,B_memory,Macro_interstitial,0.4874890640715841,132.04601128274055,0.0
2384,MAIT,Macro_alv,0.4874305784490731,132.03016930034724,0.0
2617,Macro_dividing,NKT,0.4872770717022388,131.9885889755392,0.0
781,CD4_naive_CM,Macro_int,0.48708827054140513,131.93744846378,0.0
1241,DC_1,Macrophage_intermediate,0.4869354940184216,131.89606593447948,0.0
2301,ILC,Macro_CHIT1,0.48683502610732904,131.86885222262535,0.0
765,CD4_naive_CM,Erythrocyte,0.4865237727902078,131.78454313334834,0.0
2443,Macro_CHIT1,NK_CD11d,0.4864758476573595,131.77156166750794,0.0
2030,Erythrocyte,T_reg,0.4863736160052005,131.74387021165927,0.0
915,CD8_EM_EMRA,Macro_dividing,0.4863010579768909,131.7242164410807,0.0
2385,MAIT,Macro_dividing,0.48615647859524563,131.68505426890698,0.0
980,CD8_TRM_EM,Macro_alv,0.48587133802022014,131.6078183299661,0.0
1292,DC_2,Macro_interstitial,0.4858314193798109,131.5970055802444,0.0
2467,Macro_interstitial,Monocyte_CD14,0.48567940926681546,131.55583064817918,0.0
1281,DC_2,Erythrocyte,0.48559571033177107,131.53315914365572,0.0
1297,DC_2,Macro_int,0.48555651002690353,131.52254096925898,0.0
751,CD4_naive_CM,DC_1,0.4854172082595532,131.48480834282913,0.0
2000,Erythrocyte,Macro_CCL,0.4852487437836465,131.43917642259584,0.0
2456,Macro_CHIT1,gdT,0.4851625090154999,131.4158180377481,0.0
2637,Macro_int,Monocyte_CD14,0.4851007664414949,131.3990938459158,0.0
1341,DC_activated,Erythrocyte,0.48505425991210493,131.38649663675326,0.0
2496,Macro_AW_CX3CR1,Macro_dividing,0.4846536425373997,131.2779815329711,0.0
2431,Macro_CHIT1,Monocyte_CD16,0.48454247003379325,131.24786827146954,0.0
2601,Macro_dividing,Mast_cell,0.484419716372609,131.21461802541407,0.0
2585,Macro_alv,NK_CD11d,0.48434904288205755,131.19547471899236,0.0
2662,Macro_int,T_reg,0.4841586534003479,131.14390397925112,0.0
2305,ILC,Macro_alv,0.48415763116440164,131.14362708651802,0.0
981,CD8_TRM_EM,Macro_dividing,0.4841525931502403,131.14226244118785,0.0
1267,DC_1,T_reg,0.4841452253074122,131.14026671589082,0.0
1209,DC_1,DC_plasmacytoid,0.4834967461488835,130.96461336775513,0.0
2492,Macro_interstitial,T_reg,0.483420091129268,130.9438498464148,0.0
2632,Macro_int,Macro_CCL,0.4834019138650544,130.9389261765064,0.0
1208,DC_1,DC_activated,0.4831943367389749,130.88269982487628,0.0
2598,Macro_alv,gdT,0.4830989793423695,130.85687039649304,0.0
261,B_naive,Erythrocyte,0.4830729844896153,130.8498291788062,0.0
247,B_naive,DC_1,0.4830262642326086,130.83717407731058,0.0
2444,Macro_CHIT1,NK_CD56bright,0.48296588820101655,130.82082004039697,0.0
164,B_memory,CD4_naive_CM,0.482922012653789,130.80893548455512,0.0
2531,Macro_alveolar_metallothioneins,Macro_dividing,0.4828480763146674,130.78890837135526,0.0
2306,ILC,Macro_dividing,0.48252698275322975,130.7019338581584,0.0
2462,Macro_interstitial,Macro_CCL,0.48250026163952325,130.69469591839314,0.0
206,B_memory,Macrophage_intermediate,0.482359810748515,130.65665202919521,0.0
1357,DC_activated,Macro_int,0.48220287664669964,130.61414333780863,0.0
1242,DC_1,Monocyte_CD14,0.4820927278051477,130.58430735532963,0.0
2631,Macro_dividing,gdT,0.4819890530590295,130.55622500906873,0.0
1400,DC_plasmacytoid,Erythrocyte,0.4819315668841848,130.54065374675415,0.0
2618,Macro_dividing,NK_CD11d,0.481874389685054,130.52516617659518,0.0
626,CD4_EM_Effector,Erythrocyte,0.48172060422089547,130.48351035571213,0.0
2573,Macro_alv,Monocyte_CD16,0.481681067777898,130.47280113168458,0.0
2586,Macro_alv,NK_CD56bright,0.48162699202277415,130.45815364869992,0.0
843,CD8_EM,Macro_CHIT1,0.48159174414830935,130.448606067898,0.0
1237,DC_1,Macro_CCL,0.4815095773489172,130.42634957248254,0.0
696,CD4_TRM,Erythrocyte,0.48140793181882524,130.398816879336,0.0
2017,Erythrocyte,NKT,0.4811824441224995,130.33773909710953,0.0
2016,Erythrocyte,NK_CD16hi,0.4810281506160463,130.29594566296805,0.0
1352,DC_activated,Macro_interstitial,0.48088514811423794,130.25721061974568,0.0
277,B_naive,Macro_int,0.48085709371713287,130.2496115339206,0.0
1017,CD8_TRM,DC_1,0.4807858806084337,130.23032206129895,0.0
776,CD4_naive_CM,Macro_interstitial,0.4807754132736055,130.22748677756707,0.0
1299,DC_2,Mast_cell,0.48057108919379266,130.1721415775682,0.0
272,B_naive,Macro_interstitial,0.48000859301183146,130.0197784115735,0.0
2478,Macro_interstitial,NK_CD16hi,0.4799609739096084,130.00687984015346,0.0
2606,Macro_dividing,Monocyte_CD16,0.479960909325763,130.00686234634733,0.0
207,B_memory,Monocyte_CD14,0.47983670158050573,129.9732182329909,0.0
232,B_memory,T_reg,0.47983319449329775,129.97226826936878,0.0
1238,DC_1,Mast_cell,0.47967975406492175,129.93070590822094,0.0
1416,DC_plasmacytoid,Macro_int,0.4795712776267265,129.90132292911943,0.0
1270,DC_2,DC_plasmacytoid,0.47951905514279025,129.88717744112537,0.0
172,B_memory,DC_2,0.4793915146665309,129.85263059195816,0.0
900,CD8_EM_EMRA,Erythrocyte,0.47930592906391034,129.8294480463747,0.0
1031,CD8_TRM,Erythrocyte,0.4792711697395791,129.82003279899564,0.0
612,CD4_EM_Effector,DC_1,0.4791168895279259,129.77824296601247,0.0
1992,Erythrocyte,MAIT,0.4791079365467807,129.7758178747921,0.0
712,CD4_TRM,Macro_int,0.4790177876846334,129.7513992805188,0.0
682,CD4_TRM,DC_1,0.47901164189264844,129.74973457175383,0.0
1411,DC_plasmacytoid,Macro_interstitial,0.47897675457979294,129.74028465616297,0.0
847,CD8_EM,Macro_alv,0.4788233615309479,129.69873512869395,0.0
2649,Macro_int,NKT,0.4787839019035367,129.68804671168039,0.0
642,CD4_EM_Effector,Macro_int,0.47866099202585005,129.65475415130948,0.0
1018,CD8_TRM,DC_2,0.47853702731080205,129.6211758674703,0.0
2782,Macrophage_intermediate,Monocyte_CD14,0.4785059183797448,129.6127494009829,0.0
2619,Macro_dividing,NK_CD56bright,0.4784235863006749,129.59044813631246,0.0
1042,CD8_TRM,Macro_interstitial,0.4784228897100006,129.590259451013,0.0
707,CD4_TRM,Macro_interstitial,0.47835255057508236,129.57120671139776,0.0
1302,DC_2,Macrophage_intermediate,0.47775440684754056,129.4091877058102,0.0
2648,Macro_int,NK_CD16hi,0.4777130680742117,129.39799028512593,0.0
786,CD4_naive_CM,Macrophage_intermediate,0.47760762998508294,129.36943030269177,0.0
248,B_naive,DC_2,0.4775319723265386,129.34893693623482,0.0
848,CD8_EM,Macro_dividing,0.4774202484059883,129.31867431259704,0.0
202,B_memory,Macro_CCL,0.47740846212742954,129.31548176698678,0.0
637,CD4_EM_Effector,Macro_interstitial,0.47723680782004024,129.26898581809112,0.0
173,B_memory,DC_activated,0.4771916133198619,129.2567439978734,0.0
1047,CD8_TRM,Macro_int,0.47715497210534097,129.24681900348352,0.0
1253,DC_1,NK_CD16hi,0.47686914351713994,129.1693967026276,0.0
2807,Macrophage_intermediate,T_reg,0.47682934131423726,129.15861549229712,0.0
2479,Macro_interstitial,NKT,0.47674654362330365,129.13618810748588,0.0
1328,DC_2,T_reg,0.47663970712718734,129.1072493389856,0.0
916,CD8_EM_EMRA,Macro_int,0.4764595160047071,129.05844102563935,0.0
157,B_memory,B_naive,0.47639717127695247,129.04155372860802,0.0
2667,Macro_CCL,Macrophage_intermediate,0.4763842660778086,129.0380581013266,0.0
1293,DC_2,Macro_AW_CX3CR1,0.4762714730952918,129.00750590120617,0.0
2587,Macro_alv,Neuroendocrine,0.4762175905099767,128.99291074206758,0.0
911,CD8_EM_EMRA,Macro_interstitial,0.475898130443731,128.9063786932057,0.0
1254,DC_1,NKT,0.4757555818492653,128.86776659972418,0.0
2031,Erythrocyte,gdT,0.4757555098685847,128.8677471023396,0.0
1232,DC_1,Macro_AW_CX3CR1,0.47574075371530267,128.86375010768603,0.0
2386,MAIT,Macro_int,0.47569441172009636,128.8511974658467,0.0
163,B_memory,CD4_TRM,0.47568387011288027,128.84834206397622,0.0
2445,Macro_CHIT1,Neuroendocrine,0.4756464774983961,128.8382135381118,0.0
966,CD8_TRM_EM,Erythrocyte,0.47556319325859475,128.81565436195996,0.0
1269,DC_2,DC_activated,0.47550567777789504,128.80007516157755,0.0
174,B_memory,DC_plasmacytoid,0.47548047898209445,128.79324957159034,0.0
2381,MAIT,Macro_interstitial,0.47543343187902715,128.78050593740386,0.0
812,CD4_naive_CM,T_reg,0.4751209916201273,128.69587534157614,0.0
787,CD4_naive_CM,Monocyte_CD14,0.47503133748979115,128.6715907551548,0.0
2833,Monocyte_CD14,T_reg,0.47502994322813097,128.6712130919322,0.0
219,B_memory,NKT,0.475004177128617,128.66423383656448,0.0
162,B_memory,CD4_EM_Effector,0.4745298160820703,128.53574380730876,0.0
1362,DC_activated,Macrophage_intermediate,0.4744602200218026,128.51689234409318,0.0
886,CD8_EM_EMRA,DC_1,0.4742937058970952,128.4717887148831,0.0
1990,Erythrocyte,ILC,0.47426397720923413,128.4637361144413,0.0
218,B_memory,NK_CD16hi,0.47420264857777134,128.44712404709674,0.0
2668,Macro_CCL,Monocyte_CD14,0.47419966404509484,128.44631562765818,0.0
977,CD8_TRM_EM,Macro_interstitial,0.47383931424766557,128.34870779001838,0.0
1229,DC_1,MAIT,0.47375402791001914,128.32560630624548,0.0
282,B_naive,Macrophage_intermediate,0.47336588109639505,128.22046909946775,0.0
168,B_memory,CD8_TRM,0.47317226036588905,128.16802311236924,0.0
2620,Macro_dividing,Neuroendocrine,0.47314539416935486,128.16074587406354,0.0
1421,DC_plasmacytoid,Macrophage_intermediate,0.4725458101363355,127.99833673337889,0.0
982,CD8_TRM_EM,Macro_int,0.47236484465290707,127.94931866912326,0.0
1303,DC_2,Monocyte_CD14,0.4723631671872929,127.94886429453366,0.0
782,CD4_naive_CM,Macro_CCL,0.47236270940772057,127.94874029592319,0.0
2532,Macro_alveolar_metallothioneins,Macro_int,0.47234416476740604,127.94371711496451,0.0
2302,ILC,Macro_interstitial,0.47226017447939017,127.92096669175223,0.0
166,B_memory,CD8_EM_EMRA,0.4722494757989044,127.918068743494,0.0
2793,Macrophage_intermediate,NK_CD16hi,0.4722304936383347,127.91292705155978,0.0
2663,Macro_int,gdT,0.47214878829246604,127.8907955499168,0.0
2693,Macro_CCL,T_reg,0.4721384781543255,127.88800284600288,0.0
1388,DC_activated,T_reg,0.47207554424112247,127.87095595649222,0.0
1298,DC_2,Macro_CCL,0.4720753670183126,127.87090795220479,0.0
952,CD8_TRM_EM,DC_1,0.4720722276307219,127.87005758726376,0.0
717,CD4_TRM,Macrophage_intermediate,0.4720637882260831,127.86777160835206,0.0
1233,DC_1,Macro_alveolar_metallothioneins,0.4720063878765573,127.85222359351495,0.0
753,CD4_naive_CM,DC_activated,0.4719448256284949,127.83554824651465,0.0
1363,DC_activated,Monocyte_CD14,0.4719256608519884,127.83035708945839,0.0
752,CD4_naive_CM,DC_2,0.4718959368377626,127.8223057549627,0.0
2307,ILC,Macro_int,0.4718773114823232,127.81726071072325,0.0
2018,Erythrocyte,NK_CD11d,0.4718706909367089,127.81546740559024,0.0
683,CD4_TRM,DC_2,0.47183943995381095,127.80700246156488,0.0
308,B_naive,T_reg,0.4717374692018025,127.77938167565891,0.0
194,B_memory,MAIT,0.4715947175170115,127.74071457116409,0.0
2006,Erythrocyte,Monocyte_CD16,0.4715536214524549,127.72958289292951,0.0
2493,Macro_interstitial,gdT,0.47151436467064284,127.71894942064034,0.0
2794,Macrophage_intermediate,NKT,0.4714459575364827,127.70042000147004,0.0
613,CD4_EM_Effector,DC_2,0.4714212943072784,127.69373948024032,0.0
647,CD4_EM_Effector,Macrophage_intermediate,0.4713634555405812,127.67807271148023,0.0
799,CD4_naive_CM,NKT,0.4713481569770757,127.67392879433801,0.0
2819,Monocyte_CD14,NK_CD16hi,0.4712210963540738,127.6395119228735,0.0
2633,Macro_int,Mast_cell,0.471134264763027,127.61599187679226,0.0
1255,DC_1,NK_CD11d,0.4707692478469219,127.5171198581672,0.0
1052,CD8_TRM,Macrophage_intermediate,0.47074768056777305,127.51127793596685,0.0
1447,DC_plasmacytoid,T_reg,0.4706851509823877,127.49434056660652,0.0
2480,Macro_interstitial,NK_CD11d,0.4706632913869769,127.48841946479114,0.0
1227,DC_1,ILC,0.47058325049032407,127.46673881198998,0.0
1996,Erythrocyte,Macro_alveolar_metallothioneins,0.4705447449343396,127.45630882400727,0.0
743,CD4_TRM,T_reg,0.4704142067283313,127.42094998071458,0.0
240,B_naive,CD4_naive_CM,0.4704087860868509,127.41948169324142,0.0
283,B_naive,Monocyte_CD14,0.47036969168305304,127.40889220423449,0.0
2001,Erythrocyte,Mast_cell,0.47036910295942097,127.40873273684724,0.0
675,CD4_TRM,CD4_naive_CM,0.47034006155335367,127.4008663002113,0.0
2820,Monocyte_CD14,NKT,0.470295987412994,127.38892795150949,0.0
1317,DC_2,NK_CD56bright,0.4702951668158771,127.38870567662345,0.0
1358,DC_activated,Macro_CCL,0.47023285017869126,127.37182598847575,0.0
1314,DC_2,NK_CD16hi,0.4701709990089269,127.35507238134385,0.0
833,CD8_EM,Erythrocyte,0.4701490124157617,127.3491168796862,0.0
3053,NK_CD16hi,T_reg,0.47010452894529264,127.33706765586487,0.0
718,CD4_TRM,Monocyte_CD14,0.47007854621854306,127.33002972274515,0.0
249,B_naive,DC_activated,0.4699973450490388,127.3080347871973,0.0
250,B_naive,DC_plasmacytoid,0.46988428690304457,127.27741076232817,0.0
1268,DC_1,gdT,0.4698754515601127,127.27501753573407,0.0
1078,CD8_TRM,T_reg,0.4698733852301062,127.27445782956738,0.0
1020,CD8_TRM,DC_plasmacytoid,0.4698563090715705,127.26983241581176,0.0
921,CD8_EM_EMRA,Macrophage_intermediate,0.46964922826035005,127.21374050083327,0.0
2468,Macro_interstitial,Monocyte_CD16,0.46960014190865035,127.20044449600347,0.0
1256,DC_1,NK_CD56bright,0.4695526432001005,127.18757853558026,0.0
2638,Macro_int,Monocyte_CD16,0.46948610317385253,127.16955485934986,0.0
673,CD4_EM_Effector,T_reg,0.4693442722424249,127.1311371590324,0.0
605,CD4_EM_Effector,CD4_naive_CM,0.46930057130893366,127.11929990075906,0.0
2391,MAIT,Macrophage_intermediate,0.4691982267428639,127.09157785995448,0.0
754,CD4_naive_CM,DC_plasmacytoid,0.46913025080707055,127.07316523935177,0.0
1330,DC_activated,DC_plasmacytoid,0.4690758794688247,127.05843769185869,0.0
2457,Macro_interstitial,Macro_AW_CX3CR1,0.46901849663589673,127.04289442173699,0.0
648,CD4_EM_Effector,Monocyte_CD14,0.4688902885133933,127.00816672743913,0.0
2650,Macro_int,NK_CD11d,0.4688759274837133,127.00427675979284,0.0
1995,Erythrocyte,Macro_AW_CX3CR1,0.4688314943976432,126.99224118357799,0.0
3067,NKT,T_reg,0.46871253129219476,126.96001768417663,0.0
278,B_naive,Macro_CCL,0.4686583972739872,126.9453544194886,0.0
2463,Macro_interstitial,Mast_cell,0.46858780848469844,126.92623405607159,0.0
922,CD8_EM_EMRA,Monocyte_CD14,0.46852989588803434,126.91054728901132,0.0
244,B_naive,CD8_TRM,0.4685269874250435,126.90975947454488,0.0
2458,Macro_interstitial,Macro_alveolar_metallothioneins,0.46838397593257003,126.87102199602384,0.0
233,B_memory,gdT,0.4682852319309595,126.84427523899537,0.0
798,CD4_naive_CM,NK_CD16hi,0.4681457526879963,126.80649453980142,0.0
2497,Macro_AW_CX3CR1,Macro_int,0.4681201616718514,126.79956270921144,0.0
167,B_memory,CD8_TRM_EM,0.4681053269042146,126.79554442031203,0.0
1422,DC_plasmacytoid,Monocyte_CD14,0.46799153536578886,126.7647217416629,0.0
192,B_memory,ILC,0.46782012257522154,126.71829121235376,0.0
746,CD4_naive_CM,CD8_EM_EMRA,0.46769752372490153,126.68508289986897,0.0
2392,MAIT,Monocyte_CD14,0.46769559552955275,126.6845606101941,0.0
1257,DC_1,Neuroendocrine,0.46767249766340435,126.67830409836886,0.0
614,CD4_EM_Effector,DC_activated,0.4675238850600408,126.63804944868173,0.0
239,B_naive,CD4_TRM,0.46746225935688285,126.62135691361944,0.0
2680,Macro_CCL,NKT,0.4674562998411697,126.61974266145033,0.0
844,CD8_EM,Macro_interstitial,0.46741945401349266,126.60976224355844,0.0
1053,CD8_TRM,Monocyte_CD14,0.46741748771046343,126.60922963166799,0.0
713,CD4_TRM,Macro_CCL,0.4674027275171193,126.60523154268405,0.0
684,CD4_TRM,DC_activated,0.46728263910034923,126.57270323055474,0.0
1019,CD8_TRM,DC_activated,0.46707183758845705,126.51560349054161,0.0
238,B_naive,CD4_EM_Effector,0.4670334939858863,126.50521737082973,0.0
643,CD4_EM_Effector,Macro_CCL,0.4670227872460652,126.50231723954184,0.0
685,CD4_TRM,DC_plasmacytoid,0.4669714015718787,126.48839841794464,0.0
1316,DC_2,NK_CD11d,0.46696351281004495,126.4862615914784,0.0
1243,DC_1,Monocyte_CD16,0.46691592925550046,126.473372648847,0.0
947,CD8_EM_EMRA,T_reg,0.46688519702810166,126.46504821996248,0.0
1417,DC_plasmacytoid,Macro_CCL,0.46686799445640487,126.4603885647132,0.0
2679,Macro_CCL,NK_CD16hi,0.46684116610782544,126.45312157827124,0.0
615,CD4_EM_Effector,DC_plasmacytoid,0.4665444963420735,126.37276273102133,0.0
294,B_naive,NK_CD16hi,0.46651312177504367,126.36426431180057,0.0
774,CD4_naive_CM,MAIT,0.46642035997293896,126.33913795129307,0.0
987,CD8_TRM_EM,Macrophage_intermediate,0.4664162076777589,126.33801322038809,0.0
1374,DC_activated,NK_CD16hi,0.4663757353164262,126.32705048445195,0.0
849,CD8_EM,Macro_int,0.4663739483135512,126.32656643953858,0.0
2019,Erythrocyte,NK_CD56bright,0.4662588280813763,126.29538385802654,0.0
2417,MAIT,T_reg,0.4662514616487942,126.29338851472238,0.0
203,B_memory,Mast_cell,0.46614541495900613,126.26466368081677,0.0
748,CD4_naive_CM,CD8_TRM,0.4661015975873256,126.25279488296728,0.0
2481,Macro_interstitial,NK_CD56bright,0.4660658594228725,126.2431144974686,0.0
729,CD4_TRM,NK_CD16hi,0.46604494815127295,126.23745026782926,0.0
953,CD8_TRM_EM,DC_2,0.46600296739456815,126.22607895330745,0.0
679,CD4_TRM,CD8_TRM,0.46596837682989184,126.21670941780367,0.0
2312,ILC,Macrophage_intermediate,0.4659434161166833,126.20994831717418,0.0
1375,DC_activated,NKT,0.4658440375018994,126.18302966267265,0.0
198,B_memory,Macro_alveolar_metallothioneins,0.4658329652086669,126.18003051404582,0.0
2808,Macrophage_intermediate,gdT,0.46560394823233786,126.11799675684169,0.0
1418,DC_plasmacytoid,Mast_cell,0.46559733780710233,126.11620619301254,0.0
1064,CD8_TRM,NK_CD16hi,0.46557666936584086,126.1106077387514,0.0
1049,CD8_TRM,Mast_cell,0.46555506879023967,126.10475679755136,0.0
819,CD8_EM,DC_1,0.4654931121172112,126.0879746127831,0.0
1433,DC_plasmacytoid,NK_CD16hi,0.46546109378929906,126.07930181825222,0.0
917,CD8_EM_EMRA,Macro_CCL,0.46543388560622984,126.07193194616005,0.0
1525,Dividing_AT2,Macro_CHIT1,0.46523399834773216,126.01778854657194,0.0
604,CD4_EM_Effector,CD4_TRM,0.4651551826453878,125.99643976177234,0.0
1048,CD8_TRM,Macro_CCL,0.4651324742574249,125.99028874778216,0.0
220,B_memory,NK_CD11d,0.4650746506460794,125.97462608414749,0.0
2387,MAIT,Macro_CCL,0.4650500579260962,125.96796466172859,0.0
988,CD8_TRM_EM,Monocyte_CD14,0.4648336151767631,125.90933688148301,0.0
730,CD4_TRM,NKT,0.4646946752015301,125.87170225357157,0.0
887,CD8_EM_EMRA,DC_2,0.4646453410832938,125.858339136297,0.0
609,CD4_EM_Effector,CD8_TRM,0.46460311391841913,125.8469010772708,0.0
1318,DC_2,Neuroendocrine,0.46458515462579175,125.84203644925823,0.0
1290,DC_2,MAIT,0.46452048384707567,125.82451909552584,0.0
208,B_memory,Monocyte_CD16,0.4644585382305403,125.80773990562643,0.0
295,B_naive,NKT,0.46438411849467215,125.78758185490007,0.0
2834,Monocyte_CD14,gdT,0.46435424053746993,125.7794888219182,0.0
1315,DC_2,NKT,0.46435019298564767,125.77839246281401,0.0
888,CD8_EM_EMRA,DC_activated,0.4642125201370416,125.74110106109819,0.0
1013,CD8_TRM_EM,T_reg,0.46411253555536963,125.714018268534,0.0
2313,ILC,Monocyte_CD14,0.4640523594259136,125.69771837904985,0.0
659,CD4_EM_Effector,NK_CD16hi,0.46402977116114136,125.691599902791,0.0
3040,NK_CD16hi,NKT,0.46391127364409734,125.65950251717605,0.0
1350,DC_activated,MAIT,0.4638161963454092,125.63374895882862,0.0
2651,Macro_int,NK_CD56bright,0.4637900996195288,125.62668014679974,0.0
2537,Macro_alveolar_metallothioneins,Macrophage_intermediate,0.46375070164864823,125.61600843067147,0.0
